ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL,original_source_file
CHI_132068,Art Institute of Chicago,Amulet of a Heart,Costume and Accessories,Glass,"New Kingdom, Dynasty 18 (about 1550–1295 BCE)",Jewellery,"https://www.artic.edu/iiif/2/d0e18549-a133-f765-8fad-245904dcd2b1/full/600,/0/default.jpg",CHI_data.csv
CHI_135834,Art Institute of Chicago,Amulet of Bes,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/671fea96-d620-b4dc-33dc-e9d02f2b8cd8/full/600,/0/default.jpg",CHI_data.csv
CHI_140647,Art Institute of Chicago,Nehebkau Amulet,Costume and Accessories,Gold,"Late Period, Dynasty 26–30 (664–332 BCE)",Jewellery,"https://www.artic.edu/iiif/2/7c47fc48-c549-6a65-4965-2e6aba493d74/full/600,/0/default.jpg",CHI_data.csv
CHI_136093,Art Institute of Chicago,Winged Scarab Amulet,Funerary Object,Faience,"Late Period, Dynasty 26 (664–525 BCE)",Jewellery,"https://www.artic.edu/iiif/2/ca10e062-a8d2-239a-6ca5-a1ba12fa0072/full/600,/0/default.jpg",CHI_data.csv
CHI_135831,Art Institute of Chicago,Amulet of Sekhmet,Costume and Accessories,Faience,Third Intermediate Period (about 1069–664 BCE),Jewellery,"https://www.artic.edu/iiif/2/3f5e800e-777c-8feb-d07e-28f61714568c/full/600,/0/default.jpg",CHI_data.csv
CHI_135835,Art Institute of Chicago,Amulet of Bes,Costume and Accessories,Faience,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/46ca2bdf-9311-06d2-5cb9-b3a54735c784/full/600,/0/default.jpg",CHI_data.csv
CHI_135838,Art Institute of Chicago,Amulet of Sekhmet,Costume and Accessories,Faience,Third Intermediate Period (about 1069–664 BCE),Jewellery,"https://www.artic.edu/iiif/2/980ff5b7-751a-8358-1edd-19f56c7b3c7f/full/600,/0/default.jpg",CHI_data.csv
CHI_136258,Art Institute of Chicago,Amulet of an Ankh,Costume and Accessories,Low-fired earthenware or stucco,Third Intermediate Period–Late Period (1070–332 BCE),Jewellery,"https://www.artic.edu/iiif/2/0a74394f-fe11-6f11-bd5d-8e46df76031c/full/600,/0/default.jpg",CHI_data.csv
CHI_135985,Art Institute of Chicago,Amulet of Thoth,Costume and Accessories,Faience,Ptolemaic Period (332–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/eb421671-1fbc-d2bc-267f-6e77d76863d1/full/600,/0/default.jpg",CHI_data.csv
CHI_135862,Art Institute of Chicago,Tyet (Isis Knot) Amulet,Costume and Accessories,Faience,"Late Period, Dynasty 26 (664–525 BCE)",Jewellery,"https://www.artic.edu/iiif/2/73d71d39-e4b7-1217-d5fc-bc9cce6d6375/full/600,/0/default.jpg",CHI_data.csv
CHI_132072,Art Institute of Chicago,Pendant in the Shape of a Head,Costume and Accessories,"Glass, rod-formed technique",5th century-3rd century BCE,Jewellery,"https://www.artic.edu/iiif/2/d4d6a97d-2ff3-cb51-06b6-0580ac0ea349/full/600,/0/default.jpg",CHI_data.csv
CHI_135855,Art Institute of Chicago,Amulet of a Cobra,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/88efa819-0734-3aab-a3c2-91131c8db9d2/full/600,/0/default.jpg",CHI_data.csv
CHI_140735,Art Institute of Chicago,Amulet of Thoth,Costume and Accessories,Glazed steatite,Ptolemaic Period (332–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/98a96b1d-524f-2d77-355e-f58a8bd4688a/full/600,/0/default.jpg",CHI_data.csv
CHI_136013,Art Institute of Chicago,Amulet of the Goddesses Isis and Nephthys with Horus Standing Between,Costume and Accessories,Ceramic,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/0c78a10e-9c65-a8a7-f3ea-7ecb315b5c5a/full/600,/0/default.jpg",CHI_data.csv
CHI_140824,Art Institute of Chicago,Amulet of a Leg and Foot,Costume and Accessories,Carnelian,"Late Old Kingdom–First Intermediate Period, Dynasty 5–11 (about 2494–2055 BCE)",Jewellery,"https://www.artic.edu/iiif/2/91de3c6b-9c19-aeb0-0830-1aab2b928793/full/600,/0/default.jpg",CHI_data.csv
CHI_136081,Art Institute of Chicago,Amulet of Pataikos,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/b56716ac-17f4-5323-4a52-e465eb2231be/full/600,/0/default.jpg",CHI_data.csv
CHI_136233,Art Institute of Chicago,Amulet of the God Imsety (one of the four Sons of Horus),Costume and Accessories,Glass,"Late Period, Dynasty 25–30 (780–343 BCE)",Jewellery,"https://www.artic.edu/iiif/2/44d4ae9b-2d69-6d73-53e9-7bbd9214c634/full/600,/0/default.jpg",CHI_data.csv
CHI_135987,Art Institute of Chicago,Amulet of a Crouching Lion,Costume and Accessories,Faience,"Late Period, Dynasty 26 or later (664–525 BCE)",Jewellery,"https://www.artic.edu/iiif/2/14b9ddad-9317-848a-c6d8-71b1a7edc73d/full/600,/0/default.jpg",CHI_data.csv
CHI_141284,Art Institute of Chicago,Amulet of Taweret,Costume and Accessories,Glass,"New Kingdom, Dynasty 18, reign of Akhenaten (about 1352–1336 BCE)",Jewellery,"https://www.artic.edu/iiif/2/c3730c8f-550e-d2d2-fb2f-16e911c2a850/full/600,/0/default.jpg",CHI_data.csv
CHI_141158,Art Institute of Chicago,Taweret Amulet,Costume and Accessories,Mosaic glass,"New Kingdom, Dynasty 18, reign of Akhenaten (about 1352–1336 BCE)",Jewellery,"https://www.artic.edu/iiif/2/66d8c857-a7eb-b887-3d45-45eca984ba11/full/600,/0/default.jpg",CHI_data.csv
CHI_136322,Art Institute of Chicago,Amulet of the God Horus as a Falcon,Costume and Accessories,Faience,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/dfcd426e-fd3e-c9e5-e0ab-64d69753a0c0/full/600,/0/default.jpg",CHI_data.csv
CHI_136011,Art Institute of Chicago,Four Eyes of the God Horus (Wedjat) Amulet,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/6e1c1f90-ad98-cf5a-7291-3391c4589b02/full/600,/0/default.jpg",CHI_data.csv
CHI_136208,Art Institute of Chicago,Amulet of the Crown of Lower Egypt,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/c9637c22-fc93-1e60-4e5e-0c9bacacadaf/full/600,/0/default.jpg",CHI_data.csv
CHI_64167,Art Institute of Chicago,"Nephthys, Horus the Child, and Isis Amulet",Costume and Accessories,Faience,"Late Period, Dynasty 26 (664–525 BCE)",Jewellery,"https://www.artic.edu/iiif/2/e5a75f8f-ff96-f6cd-cd09-8a02a092e528/full/600,/0/default.jpg",CHI_data.csv
CHI_136207,Art Institute of Chicago,Amulet of the Crown of Upper Egypt,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/45bf7787-ab20-46b2-74a3-da7ae0b4c42a/full/600,/0/default.jpg",CHI_data.csv
CHI_135832,Art Institute of Chicago,Amulet of Mut and Khonsu,Costume and Accessories,Faience,Third Intermediate Period (about 1069–664 BCE),Jewellery,"https://www.artic.edu/iiif/2/bf78023e-d653-0925-30b9-dde18a421986/full/600,/0/default.jpg",CHI_data.csv
CHI_140646,Art Institute of Chicago,Double Crown Amulet,Costume and Accessories,Gold,Ptolemaic Period (332–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/8f1f997f-b1d7-f2af-d57d-d6a37ff650c2/full/600,/0/default.jpg",CHI_data.csv
CHI_136031,Art Institute of Chicago,Amulet of a Cobra,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/84a2a8b0-b965-ee9f-2711-64df2d7aa1c7/full/600,/0/default.jpg",CHI_data.csv
CHI_140633,Art Institute of Chicago,Eye of Horus (Wedjat) Amulet,Costume and Accessories,Gold,Ptolemaic Period (305–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/60d71dc9-3f66-3681-b613-53f7101ad72e/full/600,/0/default.jpg",CHI_data.csv
CHI_135989,Art Institute of Chicago,Amulet of Taweret,Costume and Accessories,Faience,Third Intermediate Period–Late Period (about 1069–332 BCE),Jewellery,"https://www.artic.edu/iiif/2/3a73338b-2740-d6f2-8ad0-ecb9858985b3/full/600,/0/default.jpg",CHI_data.csv
CHI_136201,Art Institute of Chicago,Amulet of a Baboon,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/e0eadd7b-dfd8-f1f3-b47a-b4176e647822/full/600,/0/default.jpg",CHI_data.csv
CHI_136020,Art Institute of Chicago,Amulet of the God Khnum,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/a6459e4f-3b10-7ed2-0bea-ceea8b850e26/full/600,/0/default.jpg",CHI_data.csv
CHI_140632,Art Institute of Chicago,Eye of Horus (Wedjat) Amulet,Costume and Accessories,Gold,Ptolemaic Period (305–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/a7201277-3d63-167c-c18e-d87e35a8b6ae/full/600,/0/default.jpg",CHI_data.csv
CHI_140945,Art Institute of Chicago,Amulet of a Necklace Counter Weight,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/320ede24-3089-5550-1a24-dffbfac41dba/full/600,/0/default.jpg",CHI_data.csv
CHI_140858,Art Institute of Chicago,Amulet of a Leg and Foot,Costume and Accessories,Carnelian,"Late Old Kingdom–First Intermediate Period, Dynasty 5–11 (about 2494–2055 BCE)",Jewellery,"https://www.artic.edu/iiif/2/750d06d7-b80a-ac0e-a99d-bfe3dfdc94e6/full/600,/0/default.jpg",CHI_data.csv
CHI_136025,Art Institute of Chicago,Amulet of the God Anubis,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/ff8e8a69-a6e4-566e-e67c-8a1f2ce9a16b/full/600,/0/default.jpg",CHI_data.csv
CHI_140726,Art Institute of Chicago,Amulet of Pataikos,Costume and Accessories,Ceramic,"Third Intermediate Period–Late Period, Dynasty 25–31 (8th–4th century BCE)",Jewellery,"https://www.artic.edu/iiif/2/1e24eba8-2684-69af-780c-e153552812fb/full/600,/0/default.jpg",CHI_data.csv
CHI_140839,Art Institute of Chicago,Eye of Horus (Wedjat) Amulet,Costume and Accessories,Faience,Ptolemaic Period (305–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/f1dd54e2-f18b-fb0f-93f9-971d695b3630/full/600,/0/default.jpg",CHI_data.csv
CHI_136204,Art Institute of Chicago,Amulet of a Hare,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/1a1ddcd7-c200-a7be-a0d7-84bbb1f7d7f6/full/600,/0/default.jpg",CHI_data.csv
CHI_135135,Art Institute of Chicago,Weight in the Form of a Frog,Costume and Accessories,Copper alloy,"New Kingdom, about 1550-1069 BCE",Jewellery,"https://www.artic.edu/iiif/2/8f13cb43-bace-f2a3-ea67-54a4f9907dfd/full/600,/0/default.jpg",CHI_data.csv
CHI_136017,Art Institute of Chicago,Amulet of the God Bes,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/8c6d7126-3a3c-45df-26cb-cc7dbdfeee2e/full/600,/0/default.jpg",CHI_data.csv
CHI_135847,Art Institute of Chicago,Amulet of a Papyrus Column,Costume and Accessories,Stone,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/8683ca6f-d381-9e35-7778-bb35b26658cb/full/600,/0/default.jpg",CHI_data.csv
CHI_134573,Art Institute of Chicago,Amulet of Re-Horakhty,Costume and Accessories,Faience,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/dd45d8ab-4538-0a8c-f4c7-8795777e110d/full/600,/0/default.jpg",CHI_data.csv
CHI_64165,Art Institute of Chicago,Ram Amulet,Costume and Accessories,Glass,Late Period–Ptolemaic Period (664–30 BCE),Jewellery,"https://www.artic.edu/iiif/2/58ab2466-9c2d-8c45-b82d-564f7e5bbb86/full/600,/0/default.jpg",CHI_data.csv
CHI_135872,Art Institute of Chicago,Eye of Horus (Wedjat) Amulet,Costume and Accessories,Carnelian,Old Kingdom (about 2686-2125 BCE),Jewellery,"https://www.artic.edu/iiif/2/e1114d67-a346-335e-b171-dbe7ce355ca5/full/600,/0/default.jpg",CHI_data.csv
CHI_136228,Art Institute of Chicago,Amulet of the Feathers of Amon,Costume and Accessories,Granite,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/2150b9ea-3689-13cf-8355-277eb4521a43/full/600,/0/default.jpg",CHI_data.csv
CHI_136086,Art Institute of Chicago,Amulet of the God Nehebkau,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/2d850ccf-244e-5ef7-3e3e-793b32e2b148/full/600,/0/default.jpg",CHI_data.csv
CHI_136196,Art Institute of Chicago,Amulet of the God Nefertem,Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/da4fab83-c459-6692-8a44-026437bc5d57/full/600,/0/default.jpg",CHI_data.csv
CHI_135842,Art Institute of Chicago,Amulet of a Heart,Costume and Accessories,Lapis Lazuli,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/701bd860-9cbf-693b-9df8-9b2ec42d4156/full/600,/0/default.jpg",CHI_data.csv
CHI_136015,Art Institute of Chicago,Amulet of the God Imsety (one of the four Sons of Horus),Costume and Accessories,Faience,"Third Intermediate Period, Dynasty 21–25 (1070–656 BCE)",Jewellery,"https://www.artic.edu/iiif/2/593d140b-b4dc-f898-472f-b77311a77c8b/full/600,/0/default.jpg",CHI_data.csv
CHI_121767,Art Institute of Chicago,Head of an Official,Sculpture,Granite,"Middle Kingdom, Dynasty 13 (about 1773–1650 BCE)",Statuary,"https://www.artic.edu/iiif/2/b193b8a4-1a97-ee40-918c-cf1f92cf6a9b/full/600,/0/default.jpg",CHI_data.csv
CHI_50496,Art Institute of Chicago,Les Monuments d'Egypte (The Monuments of Egypt) (Furnishing Fabric),Textile,"Cotton, plain weave; engraved roller and block printed",c. 1800,Statuary,"https://www.artic.edu/iiif/2/9b2851f9-f886-3f40-361a-5cedc8230262/full/600,/0/default.jpg",CHI_data.csv
CHI_13454,Art Institute of Chicago,Statue of Shebenhor,Sculpture,Basalt,"Late Period, Dynasty 26 (664-525 BCE)",Statuary,"https://www.artic.edu/iiif/2/60b5a6df-e329-4220-f1d9-d78965a28a57/full/600,/0/default.jpg",CHI_data.csv
CHI_152015,Art Institute of Chicago,Poncho,Costume and Accessories,"Camelid wool, single interlocking tapestry weave and five-color complementary weft weave with center band of complementary weft weave",1300-1550,Statuary,"https://www.artic.edu/iiif/2/87451cde-3aad-6b23-3c50-d8db5b4dd0d3/full/600,/0/default.jpg",CHI_data.csv
CHI_50276,Art Institute of Chicago,Statue of the Madonna in the Mountains,Drawing and Watercolor,"Brush and black ink and gray wash, with graphite, on cream wove paper",1804,Statuary,"https://www.artic.edu/iiif/2/444f3e95-b21f-c821-e6af-00fe9560fb95/full/600,/0/default.jpg",CHI_data.csv
CHI_3242,Art Institute of Chicago,Statue of Mercury,Drawing and Watercolor,"Pen and brown ink, with brush and gray and orange wash, over traces of graphite, on cream laid paper, laid down on blue laid paper",n.d.,Statuary,"https://www.artic.edu/iiif/2/575937b3-9b49-6d23-ce27-12bcce8f9903/full/600,/0/default.jpg",CHI_data.csv
CHI_146875,Art Institute of Chicago,Samson and the Lion,Sculpture,Marble,1604–7,Statuary,"https://www.artic.edu/iiif/2/833b1d8d-9e16-efb3-e848-73552c9b8404/full/600,/0/default.jpg",CHI_data.csv
CHI_156194,Art Institute of Chicago,The Phoenix or The Statue Overthrown,Print,Etching and drypoint on ivory laid paper,1658,Statuary,"https://www.artic.edu/iiif/2/3c0a636a-531f-c8d0-de02-6a6fdd948e0e/full/600,/0/default.jpg",CHI_data.csv
CHI_4103,Art Institute of Chicago,"Statue of Standing Warrior, from Rear",Drawing and Watercolor,"Pen and brown ink with brush and gray wash, on tan laid paper, laid down on cream laid paper",n.d.,Statuary,"https://www.artic.edu/iiif/2/0ba8beb0-2658-fe1b-c7cf-5bcf245bbb01/full/600,/0/default.jpg",CHI_data.csv
CHI_125774,Art Institute of Chicago,Mother-and-Child Figure (Bwanga bwa Chibola),Sculpture,Wood and pigment,Mid–late 19th century,Statuary,"https://www.artic.edu/iiif/2/a766aef8-3bd6-8516-6691-223d9f8239b4/full/600,/0/default.jpg",CHI_data.csv
CHI_126436,Art Institute of Chicago,Mosaic Fragment with Man Leading a Giraffe,Architectural fragment,Stone in mortar,5th century,Statuary,"https://www.artic.edu/iiif/2/30a17640-e9e9-7990-1f7c-8fc18d06464e/full/600,/0/default.jpg",CHI_data.csv
CHI_4427,Art Institute of Chicago,Sestertius (Coin) Portraying Emperor Trajan,Coin,Bronze,"Roman Period, 98-117",Statuary,"https://www.artic.edu/iiif/2/4916a60d-7431-fde1-c62d-1d608b6eacc4/full/600,/0/default.jpg",CHI_data.csv
CHI_9952,Art Institute of Chicago,Denarius (Coin) Portraying Octavian,Coin,Silver,36 BCE,Statuary,"https://www.artic.edu/iiif/2/2493b517-77c0-2854-118c-edfff7de5648/full/600,/0/default.jpg",CHI_data.csv
CHI_5714,Art Institute of Chicago,Aureus (Coin) Portraying Emperor Aurelian,Coin,Gold,"272, issued by Aurelian",Statuary,"https://www.artic.edu/iiif/2/575f77d1-f8b8-58df-b34a-ca5e8a98adc7/full/600,/0/default.jpg",CHI_data.csv
CHI_5721,Art Institute of Chicago,Argenteus (Coin) Portraying Emperor Diocletian,Coin,Silver,"300, issued by Diocletian or Maximianus",Statuary,"https://www.artic.edu/iiif/2/daa232e5-a511-40e1-c092-e75ac680c794/full/600,/0/default.jpg",CHI_data.csv
CHI_144320,Art Institute of Chicago,"Ibsamboul, Colosse Médial (Enfoui) du Spéos de Phrè Nubie, Palestine et Syrie, plate 106 from the album ""Egypte, Nubie, Palestine et Syrie"" (1852)",Photograph,Salted paper print,"1849/51, printed 1852",Statuary,"https://www.artic.edu/iiif/2/06128e4c-8449-ea7a-d81b-190116d6c8c7/full/600,/0/default.jpg",CHI_data.csv
CHI_147877,Art Institute of Chicago,Attachments Depicting Busts of Silenoi,Decorative Arts,"Bronze, silver, and copper",Mid 1st century BCE-mid 1st century CE,Statuary,"https://www.artic.edu/iiif/2/a5279340-dc3a-35c3-8226-c0bee51f4e1e/full/600,/0/default.jpg",CHI_data.csv
CHI_80165,Art Institute of Chicago,Foliage Ornament from Ancient Roman Church,Print,Engraving in black on ivory laid paper,c. 1530–35,Statuary,"https://www.artic.edu/iiif/2/e34d788a-d9b9-52d0-c1e5-39777a60a743/full/600,/0/default.jpg",CHI_data.csv
CHI_12742,Art Institute of Chicago,Ritual Impersonator of the Deity Xipe Totec,Sculpture,Ceramic and pigment,1450–1500,Statuary,"https://www.artic.edu/iiif/2/6ad471c9-4348-0b3e-875a-fbcdb4bddd6b/full/600,/0/default.jpg",CHI_data.csv
CHI_11611,Art Institute of Chicago,Portrait Head of a Young Woman,Sculpture,Marble,130-40,Statuary,"https://www.artic.edu/iiif/2/2d078cd6-8cb3-87ec-8232-fc458dddc1a5/full/600,/0/default.jpg",CHI_data.csv
CHI_103304,Art Institute of Chicago,Hand Mirror,Decorative Arts,Bronze,470-450 BCE,Statuary,"https://www.artic.edu/iiif/2/57dfc86b-0b36-d407-d277-674265fbf4d4/full/600,/0/default.jpg",CHI_data.csv
CHI_99602,Art Institute of Chicago,Fragment of a Hanging,Textile,"Linen and wool, plain weave with weft uncut pile and embroidered linen pile formed by variations of back and stem stitches",5th-6th century,Statuary,"https://www.artic.edu/iiif/2/548e0a34-6043-2fea-628e-97f46484d3f5/full/600,/0/default.jpg",CHI_data.csv
CHI_5779,Art Institute of Chicago,Octadrachm (Coin) Portraying Queen Arsinoe II,Coin,Gold,"After 270 BCE, issued by King Ptolemy II or III",Statuary,"https://www.artic.edu/iiif/2/a4098863-b0bf-b54d-99dc-6ce76f1d57d2/full/600,/0/default.jpg",CHI_data.csv
CHI_9959,Art Institute of Chicago,Denarius (Coin) Depicting the Goddess Roma,Coin,Silver,91 BCE,Statuary,"https://www.artic.edu/iiif/2/320b23f1-49a3-81ea-0796-05460b94bae8/full/600,/0/default.jpg",CHI_data.csv
CHI_48978,Art Institute of Chicago,Votive (Gift) in the Shape of a Woman's Head,Sculpture,"terracotta, pigment",about 500 BCE,Statuary,"https://www.artic.edu/iiif/2/99ebad3c-0380-99e9-f97b-a586c2f6259e/full/600,/0/default.jpg",CHI_data.csv
CHI_277,Art Institute of Chicago,Kantharos (Wine Cup),Vessel,"terracotta, red-figure",about 300 BCE,Pottery,"https://www.artic.edu/iiif/2/63879ffb-c96a-7386-659f-ecff2e105efd/full/600,/0/default.jpg",CHI_data.csv
